0;0;0;0;land;false;unknown;0
1;247;127;210;land;false;plains;1
2;203;162;217;land;false;desert;1
3;249;54;222;land;false;hills;1
4;210;135;163;land;false;hills;1
5;139;223;160;land;false;forest;1
6;249;242;235;land;false;jungle;1
7;226;192;92;land;false;forest;1
8;160;253;161;land;false;marsh;1
9;120;227;183;land;true;desert;1
10;211;101;243;land;false;plains;1
11;108;220;248;land;true;desert;1
12;131;199;226;land;false;plains;1
13;179;179;201;land;false;desert;1
14;217;187;113;land;false;jungle;1
15;197;119;188;land;false;plains;1
16;250;167;247;land;false;marsh;1
17;218;124;233;land;false;plains;1
18;208;63;231;land;false;desert;1
19;219;254;220;land;false;plains;1
20;190;159;176;land;true;hills;1
21;100;206;250;land;false;hills;1
22;242;224;218;land;false;forest;1
23;216;166;195;land;false;forest;1
24;241;196;76;land;false;forest;1
25;242;237;234;land;false;mountain;1
26;108;206;190;land;false;plains;1
27;190;88;230;land;false;desert;1
28;225;92;218;land;false;desert;1
29;208;123;204;land;false;mountain;1
30;192;99;211;land;false;desert;1
31;90;174;238;land;false;forest;1
32;192;156;243;land;false;marsh;1
33;220;185;145;land;false;desert;1
34;156;112;250;land;false;desert;1
35;241;198;225;land;false;desert;1
36;81;227;245;land;false;plains;1
37;187;241;89;land;false;plains;1
38;132;145;237;land;false;forest;1
39;200;254;120;land;false;forest;1
40;173;192;172;land;false;mountain;1
41;97;244;180;land;false;plains;1
42;249;211;44;land;false;desert;1
43;191;142;237;land;false;forest;1
44;132;198;200;land;false;plains;1
45;195;201;168;land;false;plains;1
46;230;93;194;land;false;desert;1
47;154;189;206;land;true;plains;1
48;189;178;228;land;false;desert;1
49;123;217;253;land;false;forest;1
50;253;159;239;land;false;forest;1
51;237;241;49;land;false;desert;1
52;169;190;222;land;false;plains;1
53;178;131;198;land;false;desert;1
54;241;108;155;land;false;desert;1
55;177;130;234;land;false;plains;1
56;231;252;88;land;false;desert;1
57;153;205;177;land;false;desert;1
58;225;177;145;land;false;marsh;1
59;86;232;206;land;false;forest;1
60;174;188;172;land;true;desert;1
61;245;169;206;land;false;desert;1
62;205;152;209;land;false;forest;1
63;240;192;220;land;false;plains;1
64;242;87;172;land;false;plains;1
65;217;112;199;land;true;desert;1
66;203;183;175;land;false;desert;1
67;192;239;242;land;false;forest;1
68;97;176;236;land;true;plains;1
69;138;229;167;land;false;forest;1
70;197;73;244;land;false;plains;1
71;126;182;248;land;false;plains;1
72;169;177;175;land;false;plains;1
73;156;195;197;land;false;desert;1
74;235;239;74;land;false;plains;1
75;152;225;147;land;false;desert;1
76;92;183;253;land;false;forest;1
77;218;233;70;land;false;desert;1
78;141;160;235;land;false;desert;1
79;231;208;115;land;false;plains;1
80;209;247;182;land;false;plains;1
81;187;98;224;land;false;plains;1
82;212;201;221;land;false;mountain;1
83;84;238;191;land;false;mountain;1
84;253;172;153;land;true;plains;1
85;202;191;157;land;false;urban;1
86;242;89;250;land;true;plains;1
87;148;254;208;land;false;plains;1
88;245;121;230;land;false;plains;1
89;152;135;248;land;false;forest;1
90;133;254;207;land;false;jungle;1
91;250;202;219;land;true;desert;1
92;143;196;169;land;false;plains;1
93;152;245;156;land;true;plains;1
94;139;219;165;land;false;desert;1
95;120;174;217;land;false;desert;1
96;204;146;212;land;false;desert;1
97;133;231;177;land;false;desert;1
98;99;234;205;land;false;urban;1
99;103;186;236;land;false;desert;1
100;245;230;162;land;false;mountain;1
101;153;232;249;land;true;plains;1
102;229;103;197;land;false;forest;1
103;129;213;210;land;false;plains;1
104;191;117;199;land;false;mountain;1
105;158;233;123;land;false;desert;1
106;239;250;248;land;false;plains;1
107;212;177;250;land;false;plains;1
108;216;127;227;land;true;desert;1
109;158;181;250;land;false;jungle;1
110;95;252;180;land;false;forest;1
111;228;83;222;land;false;desert;1
112;188;193;150;land;true;desert;1
113;10;249;252;land;false;urban;1
114;88;222;249;land;false;urban;1
115;252;100;154;land;false;plains;1
116;217;168;214;land;false;desert;1
117;206;193;132;land;false;plains;1
118;209;164;237;land;false;plains;1
119;214;139;168;land;false;forest;1
120;176;245;225;land;false;urban;1
121;203;205;110;land;false;desert;1
122;226;129;251;land;false;hills;1
123;151;207;219;land;false;forest;1
124;225;251;162;land;false;jungle;1
125;252;242;160;land;true;plains;1
126;54;225;249;land;false;desert;1
127;131;157;216;land;false;plains;1
128;229;130;197;land;false;desert;1
129;182;197;206;land;false;mountain;1
130;237;254;217;land;false;plains;1
131;219;209;163;land;false;plains;1
132;148;168;238;land;false;marsh;1
133;159;252;222;land;false;plains;1
134;242;244;81;land;false;forest;1
135;215;159;175;land;false;desert;1
136;220;209;190;land;false;desert;1
137;250;13;239;land;true;plains;1
138;210;196;97;land;false;desert;1
139;249;215;63;land;true;forest;1
140;186;94;224;land;false;plains;1
141;229;139;251;land;false;plains;1
142;220;234;240;land;false;plains;1
143;250;180;146;land;false;forest;1
144;201;209;154;land;true;desert;1
145;253;224;245;land;false;jungle;1
146;176;186;193;land;false;hills;1
147;232;247;154;land;false;marsh;1
148;123;217;231;land;false;desert;1
149;230;140;209;land;false;plains;1
150;233;204;68;land;false;forest;1
151;231;214;115;land;false;forest;1
152;167;191;251;land;false;plains;1
153;242;55;209;land;false;desert;1
154;200;254;78;land;false;forest;1
155;206;84;223;land;false;marsh;1
156;215;214;217;land;false;forest;1
157;253;201;133;land;false;forest;1
158;234;211;65;land;false;forest;1
159;224;163;144;land;false;plains;1
160;140;249;185;land;false;desert;1
161;69;239;229;land;true;desert;1
162;215;252;63;land;false;plains;1
163;251;184;190;land;false;forest;1
164;193;242;224;land;false;plains;1
165;239;44;243;land;true;desert;1
166;197;243;79;land;false;desert;1
167;231;226;140;land;false;mountain;1
168;176;112;232;land;false;mountain;1
169;97;162;252;land;false;desert;1
170;57;231;216;land;false;plains;1
171;234;216;137;land;true;marsh;1
172;206;206;225;land;true;desert;1
173;254;26;239;land;false;plains;1
174;144;173;218;land;true;plains;4
175;207;110;242;land;false;mountain;1
176;248;55;247;land;false;forest;1
177;250;129;231;land;false;desert;1
178;177;253;186;land;false;forest;1
179;224;116;228;land;false;desert;1
180;245;131;179;land;false;desert;1
181;254;175;248;land;false;plains;1
182;185;235;254;land;false;mountain;1
183;93;221;211;land;false;plains;1
184;137;199;241;land;false;forest;1
185;251;121;248;land;false;plains;1
186;209;204;248;land;false;plains;1
187;168;120;230;land;false;mountain;1
188;244;163;139;land;false;mountain;1
189;209;246;193;land;false;desert;1
190;234;189;153;land;false;forest;1
191;216;245;253;land;false;forest;1
192;214;235;52;land;false;desert;1
193;66;221;219;land;false;plains;1
194;171;139;244;land;true;desert;1
195;238;181;118;land;false;forest;1
196;251;174;124;land;false;jungle;1
197;218;153;254;land;false;plains;1
198;251;243;43;land;false;plains;1
199;231;88;246;land;false;plains;1
200;191;244;137;land;false;desert;1
201;72;198;241;land;false;forest;1
202;227;182;102;land;false;plains;1
203;155;220;136;land;false;plains;1
204;111;163;233;land;false;mountain;1
205;223;210;215;land;false;forest;1
206;164;203;226;land;false;plains;1
207;240;175;224;land;false;desert;1
208;235;251;22;land;true;plains;1
209;239;240;162;land;false;desert;1
210;217;73;241;land;false;forest;1
211;174;197;141;land;false;plains;1
212;221;216;100;land;false;forest;1
213;249;96;163;land;false;plains;1
214;172;164;214;land;true;desert;1
215;213;250;212;land;false;plains;1
216;243;92;236;land;false;desert;1
217;110;206;205;land;false;mountain;1
218;188;95;236;land;false;marsh;1
219;210;185;200;land;false;plains;1
220;244;197;67;land;false;forest;1
221;189;206;202;land;false;mountain;1
222;242;199;184;land;true;desert;1
223;251;182;102;land;false;desert;1
224;209;208;240;land;false;plains;1
225;78;239;217;land;false;forest;1
226;199;223;106;land;true;desert;1
227;184;173;185;land;false;mountain;1
228;181;233;240;land;false;forest;1
229;215;146;221;land;false;plains;1
230;123;246;146;land;false;desert;1
231;135;206;213;land;false;plains;1
232;77;249;253;land;false;desert;1
233;223;52;228;land;false;mountain;1
234;247;159;240;land;false;marsh;1
235;225;201;191;land;false;forest;1
236;166;245;100;land;false;forest;1
237;220;98;254;land;true;desert;1
238;207;155;253;land;false;plains;1
239;149;246;223;land;false;plains;1
240;153;233;206;land;true;plains;1
241;194;194;152;land;false;forest;1
242;174;128;245;land;false;forest;1
243;201;141;253;land;false;forest;1
244;81;230;192;land;false;plains;1
245;244;194;214;land;true;plains;1
246;233;185;216;land;false;desert;1
247;198;187;148;land;false;plains;1
248;84;244;246;land;false;desert;1
249;214;134;202;land;false;urban;1
250;209;81;236;land;false;desert;1
251;193;152;161;land;false;forest;1
252;202;112;195;land;false;plains;1
253;211;120;239;land;false;forest;1
254;236;239;135;land;false;forest;1
255;144;210;198;land;false;desert;1
256;167;225;158;land;false;forest;1
257;197;219;245;land;false;plains;1
258;85;214;223;land;false;desert;1
259;192;172;250;land;false;mountain;1
260;231;216;73;land;false;mountain;1
261;122;231;204;land;false;urban;1
262;138;249;190;land;true;plains;1
263;159;102;252;land;false;plains;1
264;202;164;246;land;false;plains;1
265;253;176;108;land;false;plains;1
266;249;252;204;land;true;plains;1
267;165;113;230;land;false;plains;1
268;48;228;250;land;false;desert;1
269;244;124;170;land;false;desert;1
270;189;246;212;land;false;plains;1
271;220;172;125;land;false;desert;1
272;200;167;254;land;false;desert;1
273;135;223;236;land;false;plains;1
274;149;193;222;land;false;plains;1
275;172;233;153;land;false;plains;1
276;249;115;164;land;false;mountain;1
277;239;175;153;land;false;desert;1
278;160;129;226;land;true;mountain;1
279;241;204;223;land;false;hills;1
280;230;236;86;land;false;jungle;1
281;112;185;223;land;false;desert;1
282;184;248;128;land;false;desert;1
283;122;225;156;land;false;desert;1
284;160;203;202;land;false;mountain;1
285;202;211;181;land;true;plains;1
286;149;250;156;land;false;plains;1
287;159;205;155;land;true;desert;1
288;184;219;238;land;false;plains;1
289;210;188;162;land;false;desert;1
290;152;241;123;land;false;desert;1
291;207;164;147;land;false;jungle;1
292;94;199;249;land;false;desert;1
293;212;140;229;land;true;plains;1
294;213;112;246;land;false;plains;1
295;243;138;163;land;false;desert;1
296;164;165;221;land;true;desert;1
297;201;183;156;land;false;desert;1
298;210;251;201;land;false;plains;1
299;210;88;230;land;false;forest;1
300;189;233;91;land;false;plains;1
301;115;216;206;land;false;mountain;1
302;187;125;210;land;true;desert;1
303;250;210;203;land;false;desert;1
304;74;206;221;land;false;plains;1
305;128;238;171;land;false;forest;1
306;150;249;144;land;false;mountain;1
307;130;228;160;land;false;mountain;1
308;212;165;159;land;true;plains;1
309;158;164;185;land;false;plains;1
