2;supply_node;1357.00;9.60;1013.00;-1.57;0
2;supply_node;1404.00;9.80;1022.00;-1.57;0
2;supply_node;1388.00;9.80;1019.00;-1.57;0
2;supply_node;1357.00;9.60;1025.00;-1.57;0
2;supply_node;1349.00;9.70;1035.00;-1.57;0
2;arms_factory;1391.00;9.80;1014.00;-1.57;0
2;arms_factory;1391.00;9.70;1031.00;-1.57;0
2;arms_factory;1341.00;9.60;1039.00;-1.57;0
2;arms_factory;1386.00;9.80;1015.00;-1.57;0
2;arms_factory;1375.00;9.70;1021.00;-1.57;0
2;arms_factory;1385.00;9.80;1017.00;-1.57;0
2;industrial_complex;1389.00;9.80;1013.00;-1.57;0
2;industrial_complex;1403.00;9.80;1024.00;-1.57;0
2;industrial_complex;1384.00;9.80;1007.00;-1.57;0
2;industrial_complex;1376.00;9.70;1023.00;-1.57;0
2;industrial_complex;1385.00;9.70;1001.00;-1.57;0
2;industrial_complex;1371.00;9.70;1003.00;-1.57;0
2;air_base;1375.00;9.70;1020.00;-1.57;0
2;bunker;1346.00;9.70;1007.00;-1.57;0
2;bunker;1353.00;9.60;1012.00;-1.57;0
2;bunker;1376.00;9.70;1027.00;-1.57;0
2;bunker;1337.00;9.70;1013.00;-1.57;0
2;bunker;1353.00;9.60;1004.00;-1.57;0
2;anti_air_building;1350.00;9.60;1031.00;-1.57;0
2;anti_air_building;1382.00;9.70;1005.00;-1.57;0
2;anti_air_building;1353.00;9.70;1023.00;-1.57;0
2;synthetic_refinery;1369.00;9.70;1022.00;-1.57;0
2;nuclear_reactor_spawn;1376.00;9.70;1029.00;-1.57;0
2;rocket_site_spawn;1400.00;9.70;1027.00;-1.57;0
2;radar_station;1380.00;9.70;1014.00;-1.57;0
2;fuel_silo;1333.00;9.60;1031.00;-1.57;0
2;stronghold_network;1366.00;9.70;1027.00;-1.57;0
2;special_project_facility_spawn;1387.00;9.70;1026.00;-1.57;0
2;special_project_facility_spawn;1374.00;9.70;1017.00;-1.57;0
2;special_project_facility_spawn;1323.00;9.60;1034.00;-1.57;0
2;special_project_facility_spawn;1376.00;9.70;1015.00;-1.57;0
2;special_project_facility_spawn;1340.00;9.70;1020.00;-1.57;0
3;supply_node;1817.00;9.70;330.00;-1.57;0
3;supply_node;1772.00;9.60;333.00;-1.57;0
3;supply_node;1778.00;9.60;338.00;-1.57;0
3;supply_node;1798.00;9.60;291.00;-1.57;0
3;supply_node;1796.00;9.70;352.00;-1.57;0
3;supply_node;1785.00;9.60;340.00;-1.57;0
3;supply_node;1784.00;9.60;332.00;-1.57;0
3;supply_node;1757.00;9.50;303.00;-1.57;0
3;arms_factory;1802.00;9.60;312.00;-1.57;0
3;arms_factory;1824.00;9.90;341.00;-1.57;0
3;arms_factory;1822.00;9.90;349.00;-1.57;0
3;arms_factory;1763.00;9.50;304.00;-1.57;0
3;arms_factory;1773.00;9.60;309.00;-1.57;0
3;arms_factory;1770.00;9.60;336.00;-1.57;0
3;industrial_complex;1817.00;9.80;338.00;-1.57;0
3;industrial_complex;1745.00;9.50;320.00;-1.57;0
3;industrial_complex;1752.00;9.50;294.00;-1.57;0
3;industrial_complex;1802.00;9.60;309.00;-1.57;0
3;industrial_complex;1747.00;9.50;320.00;-1.57;0
3;industrial_complex;1780.00;9.60;328.00;-1.57;0
3;air_base;1750.00;9.50;297.00;-1.57;0
3;bunker;1818.00;9.90;350.00;-1.57;0
3;bunker;1797.00;9.60;318.00;-1.57;0
3;bunker;1780.00;9.60;307.00;-1.57;0
3;bunker;1799.00;9.60;313.00;-1.57;0
3;bunker;1806.00;9.70;346.00;-1.57;0
3;bunker;1786.00;9.60;321.00;-1.57;0
3;bunker;1750.00;9.60;341.00;-1.57;0
3;bunker;1805.00;9.60;319.00;-1.57;0
3;anti_air_building;1792.00;9.70;344.00;-1.57;0
3;anti_air_building;1816.00;9.70;341.00;-1.57;0
3;anti_air_building;1780.00;9.60;337.00;-1.57;0
3;synthetic_refinery;1770.00;9.60;353.00;-1.57;0
3;nuclear_reactor_spawn;1747.00;9.50;310.00;-1.57;0
3;rocket_site_spawn;1796.00;9.60;305.00;-1.57;0
3;radar_station;1770.00;9.60;308.00;-1.57;0
3;fuel_silo;1788.00;9.60;337.00;-1.57;0
3;stronghold_network;1784.00;9.60;319.00;-1.57;0
3;special_project_facility_spawn;1814.00;9.80;354.00;-1.57;0
3;special_project_facility_spawn;1764.00;9.60;323.00;-1.57;0
3;special_project_facility_spawn;1762.00;9.60;329.00;-1.57;0
3;special_project_facility_spawn;1763.00;9.60;337.00;-1.57;0
3;special_project_facility_spawn;1825.00;9.80;345.00;-1.57;0
3;special_project_facility_spawn;1751.00;9.50;323.00;-1.57;0
3;special_project_facility_spawn;1820.00;9.90;349.00;-1.57;0
3;special_project_facility_spawn;1813.00;9.70;325.00;-1.57;0
4;supply_node;1290.00;9.50;1617.00;-1.57;0
4;supply_node;1297.00;9.50;1612.00;-1.57;0
4;supply_node;1294.00;9.50;1616.00;-1.57;0
4;arms_factory;1263.00;9.60;1581.00;-1.57;0
4;arms_factory;1291.00;9.50;1605.00;-1.57;0
4;arms_factory;1267.00;9.60;1585.00;-1.57;0
4;arms_factory;1289.00;9.50;1612.00;-1.57;0
4;arms_factory;1290.00;9.50;1606.00;-1.57;0
4;arms_factory;1293.00;9.50;1600.00;-1.57;0
4;industrial_complex;1288.00;9.50;1608.00;-1.57;0
4;industrial_complex;1299.00;9.50;1593.00;-1.57;0
4;industrial_complex;1286.00;9.50;1615.00;-1.57;0
4;industrial_complex;1292.00;9.50;1613.00;-1.57;0
4;industrial_complex;1296.00;9.60;1580.00;-1.57;0
4;industrial_complex;1278.00;9.50;1599.00;-1.57;0
4;air_base;1288.00;9.50;1605.00;-1.57;0
4;bunker;1309.00;9.60;1574.00;-1.57;0
4;bunker;1288.00;9.60;1581.00;-1.57;0
4;bunker;1307.00;9.60;1564.00;-1.57;0
4;coastal_bunker;1295.00;9.50;1615.00;-1.57;0
4;dockyard;1295.00;9.50;1615.00;-1.57;0
4;naval_base_spawn;1302.00;9.50;1606.00;-1.57;7030
4;anti_air_building;1300.00;9.50;1604.00;-1.57;0
4;anti_air_building;1294.00;9.50;1615.00;-1.57;0
4;anti_air_building;1307.00;9.60;1568.00;-1.57;0
4;synthetic_refinery;1300.00;9.60;1589.00;-1.57;0
4;nuclear_reactor_spawn;1294.00;9.50;1613.00;-1.57;0
4;rocket_site_spawn;1299.00;9.60;1576.00;-1.57;0
4;radar_station;1300.00;9.50;1596.00;-1.57;0
4;fuel_silo;1285.00;9.50;1612.00;-1.57;0
4;floating_harbor;1301.00;9.50;1607.00;-1.57;0
4;stronghold_network;1283.00;9.60;1588.00;-1.57;0
4;special_project_facility_spawn;1295.00;9.50;1615.00;-1.57;0
4;special_project_facility_spawn;1286.00;9.50;1605.00;-1.57;0
4;special_project_facility_spawn;1301.00;9.50;1601.00;-1.57;0
5;supply_node;1841.00;9.70;1187.00;-1.57;0
5;supply_node;1849.00;9.80;1187.00;-1.57;0
5;supply_node;1859.00;9.90;1201.00;-1.57;0
5;supply_node;1800.00;9.70;1162.00;-1.57;0
5;supply_node;1807.00;9.70;1216.00;-1.57;0
5;arms_factory;1811.00;9.70;1190.00;-1.57;0
5;arms_factory;1798.00;9.70;1180.00;-1.57;0
5;arms_factory;1826.00;9.70;1180.00;-1.57;0
5;arms_factory;1815.00;9.70;1207.00;-1.57;0
5;arms_factory;1857.00;9.90;1202.00;-1.57;0
5;arms_factory;1844.00;9.80;1196.00;-1.57;0
5;industrial_complex;1812.00;9.70;1171.00;-1.57;0
5;industrial_complex;1826.00;9.70;1176.00;-1.57;0
5;industrial_complex;1802.00;9.70;1211.00;-1.57;0
5;industrial_complex;1830.00;9.70;1194.00;-1.57;0
5;industrial_complex;1845.00;9.80;1188.00;-1.57;0
5;industrial_complex;1862.00;10.00;1198.00;-1.57;0
5;air_base;1832.00;9.70;1194.00;-1.57;0
5;bunker;1839.00;9.80;1201.00;-1.57;0
5;bunker;1808.00;9.70;1190.00;-1.57;0
5;bunker;1831.00;9.70;1194.00;-1.57;0
5;bunker;1848.00;9.80;1200.00;-1.57;0
5;bunker;1860.00;9.90;1200.00;-1.57;0
5;anti_air_building;1805.00;9.70;1210.00;-1.57;0
5;anti_air_building;1833.00;9.80;1189.00;-1.57;0
5;anti_air_building;1853.00;9.80;1199.00;-1.57;0
5;synthetic_refinery;1835.00;9.70;1192.00;-1.57;0
5;nuclear_reactor_spawn;1816.00;9.70;1201.00;-1.57;0
5;rocket_site_spawn;1842.00;9.80;1195.00;-1.57;0
5;radar_station;1825.00;9.80;1205.00;-1.57;0
5;fuel_silo;1805.00;9.70;1216.00;-1.57;0
5;stronghold_network;1854.00;9.80;1191.00;-1.57;0
5;special_project_facility_spawn;1812.00;9.70;1196.00;-1.57;0
5;special_project_facility_spawn;1846.00;9.80;1197.00;-1.57;0
5;special_project_facility_spawn;1811.00;9.70;1211.00;-1.57;0
5;special_project_facility_spawn;1803.00;9.70;1204.00;-1.57;0
5;special_project_facility_spawn;1808.00;9.70;1212.00;-1.57;0
6;supply_node;2192.00;9.50;686.00;-1.57;0
6;supply_node;2178.00;9.50;667.00;-1.57;0
6;supply_node;2133.00;9.50;726.00;-1.57;0
6;supply_node;2177.00;9.50;666.00;-1.57;0
6;supply_node;2197.00;9.50;698.00;-1.57;0
6;supply_node;2191.00;9.50;687.00;-1.57;0
6;supply_node;2161.00;9.50;738.00;-1.57;0
6;supply_node;2159.00;9.50;651.00;-1.57;0
6;supply_node;2121.00;9.50;721.00;-1.57;0
6;supply_node;2147.00;9.50;736.00;-1.57;0
6;arms_factory;2147.00;9.50;731.00;-1.57;0
6;arms_factory;2158.00;9.50;730.00;-1.57;0
6;arms_factory;2180.00;9.60;711.00;-1.57;0
6;arms_factory;2184.00;9.50;691.00;-1.57;0
6;arms_factory;2180.00;9.50;697.00;-1.57;0
6;arms_factory;2187.00;9.50;688.00;-1.57;0
6;industrial_complex;2167.00;9.50;671.00;-1.57;0
6;industrial_complex;2156.00;9.50;735.00;-1.57;0
6;industrial_complex;2128.00;9.50;710.00;-1.57;0
6;industrial_complex;2180.00;9.50;707.00;-1.57;0
6;industrial_complex;2179.00;9.50;668.00;-1.57;0
6;industrial_complex;2167.00;9.50;683.00;-1.57;0
6;air_base;2174.00;9.50;673.00;-1.57;0
6;bunker;2133.00;9.50;710.00;-1.57;0
6;bunker;2159.00;9.50;675.00;-1.57;0
6;bunker;2169.00;9.50;663.00;-1.57;0
6;bunker;2121.00;9.50;703.00;-1.57;0
6;bunker;2189.00;9.50;687.00;-1.57;0
6;bunker;2174.00;9.50;681.00;-1.57;0
6;bunker;2139.00;9.50;714.00;-1.57;0
6;bunker;2185.00;9.50;703.00;-1.57;0
6;bunker;2172.00;9.50;680.00;-1.57;0
6;bunker;2161.00;9.50;701.00;-1.57;0
6;coastal_bunker;2124.00;9.50;721.00;-1.57;0
6;coastal_bunker;2156.00;9.50;646.00;-1.57;0
6;coastal_bunker;2182.00;9.50;670.00;-1.57;0
6;coastal_bunker;2191.00;9.50;679.00;-1.57;0
6;coastal_bunker;2160.00;9.50;738.00;-1.57;0
6;coastal_bunker;2116.00;9.50;724.00;-1.57;0
6;dockyard;2114.00;9.50;725.00;-1.57;0
6;naval_base_spawn;2130.00;9.50;723.00;-1.57;7870
6;naval_base_spawn;2169.00;9.50;661.00;-1.57;6230
6;naval_base_spawn;2188.00;9.50;676.00;-1.57;6230
6;naval_base_spawn;2192.00;9.50;694.00;-1.57;6245
6;naval_base_spawn;2144.00;9.50;734.00;-1.57;7870
6;naval_base_spawn;2118.00;9.50;723.00;-1.57;7870
6;anti_air_building;2167.00;9.50;660.00;-1.57;0
6;anti_air_building;2132.00;9.50;685.00;-1.57;0
6;anti_air_building;2182.00;9.50;692.00;-1.57;0
6;synthetic_refinery;2179.00;9.50;678.00;-1.57;0
